,Komentar,Sentimen
180,solusi nadiem ini ada plus minusnya plusnya guru banyak yang berkualitas kalaupun sistemnya berjalan dengan jujur dan baik dan guru yang terpilih dari marketplace auto asn ceunah minusnya banyak korupsi kolusi nepotisme gak akan terhindarkan,Positif
181,guru menjadi objek marketplace fungsi dinas pendidikan dan kemenpanrb dikemanakan ya pak  tidur   ,Negatif
182,sebenernya tujuan pak nadiem bagus ngilangin budaya honorer cuma diksinya aja gak cocok diluar negeri juga pakai sistem ini buat guru jadi sekolah gak bisa bayar guru seenaknya tapi dilihat lagi soalnya sekolah swasta apakah bisa menggaji guru sesuai gaji di marketplace,Negatif
183,dibandingkan menterimenteri sebelumnya nadiem lah yang ngasih solusi konkrit atas permasalahan kesejahteraan guru frasa marketplace mah keseleo lidah ajaa ganti jadi frasa yang lebih populis juga selesai,Positif
184,barubaru ini dunia pendidikan dihebobkan dengan isu market place guru banyak yang protes bahkan sampai bawabawa latar belakang pak nadiem yang jadi pertanyaan adalah why kalian segitunya kah gak suka dikoreksi gini ya kalau seandainya marketplace ini penilaiannya,Positif
185,emang tujuan kebijakan pak nadiem ini bagus tapi alangkah baiknya menggunakan istilah yang lebih ngarah ke pendidikan kalo pake istilah marketplace kayak guru disamain sama barang dagangan ,Negatif
186,marketplace guru artinya program marketplace guru sedang viral yang disebutkan oleh mendikbud ristek nadiem makarim apakah dengan marketplace guru otomatis jadi asn     ,Positif
187,ini peraturan pendidikan di indonesia masih aneh aja apalagi undang marketplace guru yg terbaru gagasannya nadiem kalo gitu mending jadi guru di luar negeri aja,Negatif
188,nah nadiem lu benerin goto sono gausah sok sok an bahasain gueu marketplace perekkrutana blablabla dikata guru mitra gojek,Negatif
189,nadiem gagas marketplace guru merasa seperti barang dagangan ,Negatif
192,pemerintah segera realisasi konsep marketplace guru yang digagas nadiem ,Positif
193,nadiem makarim tawarkan konsep rekrutmen guru lewat marketplace ,Positif
196,nah nadiem ini akan membuat sebuah marketplace dimana pemda sekolah bisa mencari guru sesuai dg kebutuhan,Positif
198,mas nadiem mau tanya kebijakan yang baru tentang marketplace guru terus gaji yang disalurkan ke sekolah apa gak rawan kkn,Negatif
199,penamaan marketplace guru dikritik anggota dpr nadiem makarim kita mengacu pada database talenta guru mendikbudristek nadiem makarim bantah gagasan tiga pilar yang disampaikannya merupakan rencana baru ,Negatif
200,nadiem makarim lahirkan marketplace guru untuk kurangi guru honorer anggota dpr jangan ada akrobat lagi anggota dpr ri meminta mendikbudristek nadiem makarim untuk tidak membuat gagasan baru di penghujung masa jabatannya ,Negatif
201,dulu yang diharapkan memberi angin perubahan kini malah arahnya makin gak jelas fokuslah ke kesejahteraan tenaga pendidik dan pemerataan fasilitas pendidikan dulu nadiem gagas marketplace guru merasa seperti barang dagangan  republika id ,Negatif
202,no i meankalo dia bilang marketplace semua guru masuk ke ruang sekolah bisa rekrut kapan aja itu berarti bukan closed recruitment system kyk misal bumn atau pns kan dia ngedaftar ini dimarket sakit jiwa lu nadiem,Negatif
203,mendikbudristek nadiem makarim bakal lakukan rekrutmen guru lewat marketplace ,Positif
204,mendikbudristek nadiem makarim menyiapkan  solusi untuk mempercepat perekrutan  juta pppk guru yaitu marketplace guru perekrutan oleh sekolah dan penempafan pada formasi kurang pemina ,Positif
205,mendikbudristek nadiem makarim luncurkan marketplace guru solusi terkini menghadapi krisis guru ,Positif
207,jelang perekrutan  juta guru pppk mendikbud ristek nadiem makarim sudah menyiapkan strategi salah satunya dengan menciptakan marketplace guru teknisnya gimana ya ,Negatif
208,nadiem siapkan marketplace khusus guru   ,Positif
210,wah nadiem bakal ciptakan marketplace khusus guru ,Positif
211,dampak marketplace guru terhadap freshgraduate ,Negatif
212,untuk kakaknya saran coba kerja tambahan kayak ngelesin diluar sekolah sama jadi tutor online kayak ruang guru dkk bentar lagi juga ada marketplace soalnya sekarang guru pada beralih ke sana kak semangat ya kak semoga rezekinya dan pahala jariyahnya lancar terus aamiin,Positif
214,cukup dengan langkah kecil yaitu membaca dan menulis maka dari itu kami dari bem hiu  memberikan wadah sebesarbesarnya untuk mahasiswa memberikan opininya mengenai suatu isu dengan tema kebijakan pppk dan marketplace guru nasib guru mau dibawa kemana,Positif
215,jangan ngomong pendidikan kelas dunia dulu jika guru dibikin rendah profesinya dg model marketplace marketplace mendegradasikan slogan guru pahlawan tanpa tanda jasa,Negatif
216,will get one on facebook marketplace,Negatif
217,new listing  jeanneau sun odyssey  ds for sale price usd  located in sutera harbour marina kota kinabalu malaysia  message us on whatsapp at    or visit the listing at boat guru marketplace for more informationgtgt  ,Negatif
218,hi at bch i want to launch my collection how can i do that i am interested in your marketplace,Negatif
219,apakah hadirnya marketplace guru dapat jadi solusi berkelanjutan untuk menyelesaikan masalah kebijakan guru secara komprehensif atau justru jalan cepat namun meninggalkan banyak masalah  ,Negatif
220,ternyata penggunaan marketplace untuk guru sudah dimulai oleh ibu ini keren sekali hanya dengan rp  kalian bisa dapet guru  ,Positif
222,bikin marketplace untuk guru misalnya,Negatif
224,here are the top five freelancer marketplaces      if you need any help just drop me a message  ,Negatif
225,marketplace guru mampukah menyolusi kebutuhan tenaga pendidik ,Positif
227, marketplace they are closing in on k followers as well  this is a leading gaming hub service on  which connects gamers builders and collectors together in on place  this naming service is associated with ,Negatif
228,i disagree one can accurately characterise the motivations behind voting in fptp as which of these two despicable dicks do i despise most and vote for the party led by the other dick johnson won nothing corbyn lost for a marketplaceofideas we need electoral reform,Negatif
229,lalu bagaimana menurutmu marketplace guru ini  apakah akan menjadi jurus jitu dalam menyelesaikan permasalahan di dunia pendidikan terutama masalh pada guru honorer  atau justru sebaliknya ,Positif
231,marketplace guru ala nadiem makarim  menguntungkan atau justru merugikan  kementrian pendidikan kebudayaan riset dan teknologi dirjen pelestarian budaya dan pengembangan teknologi belum lama ini mendikbudristek ri bapak nadiem makarim sedang membuat marketplace guru ,Negatif
232,pgri marketplace guru adalah ide brilian namun tidak untuk sekolah negeri  ,Negatif
234,pgri marketplace guru adalah ide brilian namun tidak untuk sekolah negeri ,Negatif
235,kalau menurutku sih jangan terjebak pada kata marketplace itu sendiri justru ini ruang bagi sekolah  murid mendapatkan guru honorer vice versa guru honorer juga bisa mendapat kesempatan mengajar murid jarak jauh sehingga ada pemasukan tambahan yg ia dapat contd,Positif
236,bedanya ada yang beruntung masuk dalam sistem kepegawaian patengt pns ada yang masih honorer dengan segudang beban marketplace ini justru bisa jadi sarana mengembalikan tanggung jawab guru pns sebagai tenaga pokok dan honorer sebagai pelengkap contd,Positif
237,guru bahan percobaan marketplace ,Negatif
239,no  ada yg jual asc timetable di marketplace,Negatif
240, for sale  bayliner  sb immaculate condition upgraded equipment and low engine hours located in singapore  price sgd  message us on whatsapp at    or visit the listing at boat guru marketplace for more informationgtgt  ,Negatif
241,menteri pendidikan kebudayaan riset dan teknologi akan mengganti istilah marketplace yang dianggap terlalu komersial padahal substansinya tidak jauh berbeda guru komoditas dan marketplace   juni   ,Negatif
242,dropped a lot updates especially in the first  mins meditation for artifacts  marketplace amp mastermind  ordinal digiminions  partnerships   for digital guru amp ashram  updates  challenge with cool prizes  more ,Negatif
243,love the circular economy  chairs bought off facebook marketplace were probably stolen from mcdonalds i always wondered where they were from  ,Negatif
244,gaji seh semene ko ngne kok arep digawe marketplace mbok kiro guru flash sale shopee po pak men,Negatif
246,marketplace adalah representasi mekanisme pasar yang dioperasionalkan dengan logika kapitalisme jika ide marketplace diterapkan guru sudah masuk dalam pusaran kapitalisme pendidikan yang licik simak rakhmat hidayat di opini kompas  ,Negatif
247,marketplace adalah representasi mekanisme pasar yang dioperasionalkan dengan logika kapitalisme jika ide marketplace diterapkan guru tentu saja sudah masuk dalam pusaran kapitalisme pendidikan yang licik    ,Negatif
249,kalau udh ambil ppg prajab ini dan dapat gelar km lbh mudah dpt kerja apalagi skrg pake marketplace buat guru ,Positif
250,syahnaz jd tt gak penting woyyyyyybih guru mau dibuat dagangan sama nadim masa mau dibikin marketplace gurudim dim mending lu urusin ,Negatif
251,ini orangnya aja dari awal tahun gak bercaya direk sales dan kayaknya salah guru mungkin emang dia mau bikin marketplace atau ojol mungkin yang dianggap kompetitor dia itu macem optik manding optik malawai atau optikk seis jadi buang waktu bandingin ama yg fokusnya ke sales ,Negatif
252,kaboorrr ada marketplace khusus guru,Negatif
253,you werent paid to go on tv and promote yourself  wow how shocking you cant put yourself and opinions out there in the marketplace of ideas and then balk at someone who wants to challenge that you crossed the scientistpolitician line,Negatif
254,lookin back at myself before the pandemici was a guru for an ecommerce firm in canada i was fat and miserable until wuhan china recorded the first covid infection from a wet marketplace where animals were imprisoned  it was during our darkest moments we lost our freedom,Negatif
255,guru di marketplace tuh sistemnya kaya dokter di halodoc gitu ya,Positif
256,susah nder aplg ktnya skrg sistemnya mau di ubah kan ke ky marketplace itu padahal guru yg mendidik kerja serius gaji bercandabgt,Negatif
257,dem here and no fan of trump he is dangerous but suppressing free speech even if lies is more dangerous the marketplace of ideas is the judge dont be afraid of lies expose them engage thats how democracy works dont let censorship win thats how majorities lose,Negatif
258,  berbicara soal pendidikan nasional tak terlepas dari tenaga pendidik yang profesional yaitu guru barubaru ini telah menjadi perbincangan hangat di bidang pendidikan indonesia tentang wacana marketplace guru di selengkapnya   ,Negatif
260,meski demikian sabda yakin apabila marketplace guru direalisasikan sekolah harus dituntut punya standar yang bagus dalam mendidik anak murid mengapa karena sekolah sendiri yang terjun langsung memilih dan merekrut guru standar sekolah dalam mencari calon guru juga diuji ,Positif
261,selain kontra ada pula yang pro implementasi marketplace guru tentu dengan beberapa catatan pendiri zenius sabda ps menilai konsep marketplace bisa memberikan otonomi untuk sekolah sekolah bisa lebih mudah merekrut guru sesuai kompetensi dan kebutuhan ,Positif
263,indra juga berujar bahwa banyak guru tidak mau ditempatkan di daerah terpencil karena sulit akses internet maupun transportasi dengan problema seperti itu ia yakin marketplace guru belum sepenuhnya menjawab masalah penempatan guru yang kurang merata ,Negatif
264,pengamat pendidikan indra charismiadji pun menyebut marketplace guru bukan solusi tepat saat ini karena akses internet belum merata ia berpendapat pemerintah perlu melakukan terobosan menarik agar guru mau ditempatkan di daerah terpencil amp asn bersedia ditempatkan dimana saja ,Negatif
265,walaupun marketplace guru direncanakan untuk mengatasi distribusi guru yg kurang merata nyatanya sekolah yang kurang guru justru banyak yg sulit dijangkau internet menurut prof suyanto uny marketplace guru bisa efektif jika internet bisa menjangkau seluruh wilayah indonesia ,Negatif
266,sebelumnya wacana marketplace guru diusung karena isu distribusi guru yang tidak merata sdn  halmahera barat misalnya kepsek sumiyati mengungkap guru pns hanya  orang  kelas guru honorer itu termasuk penjaga sekolah kami sangat kekurangan guru apalagi guru kelas ,Negatif
267,sudah dengar wacana marketplace guru mendikbudristek nadiem makarim mengusung rencana pembuatan marketplace guru atau database berisi talent pool guru sekolah dapat mengakses marketplace guru dan merekrut guru sesuai kebutuhan akan tetapi wacana ini menuai pro kontra ,Positif
268,bukan semata keberatan soal istilah marketplace yang mengandaikan guru seperti barang yang diperjualbelikan di lokapasar tetapi pada rencana ini tidak menyelesaikan persoalan perekrutan guru pppk ,Negatif
269,siapa yg komersilkan bukankah sistem yg merancang setiap hal harus dijual dan dibeli guru aja bisa d beli d marketplace,Negatif
270,soal marketplace guru ,Positif
271,perekrutan guru pppk belum tuntas berbagai terobosan ditawarkan tetapi belum menyentuh akar persoalan ide marketplace guru dari pemerintah tidak menyelesaikan masalah    ,Negatif
274,marketplace guru akankah menjadi solusi untuk penuhi kebutuhan tenaga pendidik mendikbudristek nadiem anwar makarim sedang menyiapkan konsep baru dalam dunia pendidikan ide tersebut    via ,Positif
278,marketplace guru di tengah kesenjangan internet teknologi dan sdm ,Negatif
279,mengurai ide marketplace guru ,Positif
280,marketplace guru permasalahan guru tidak bisa selesai hanya dengan mekanisme pasar supply and demand lebih baik mendikbud fokus meningkatkan kesejahteraan guru dan pemerataan kualitas mendikbud juga seharusnya mencari solusi bagi guru honorer yang digaji sangat rendah ,Negatif
281,nah loh ketua pgri nilai marketplace guru sulit diterapkan di sekolah negeri ternyata ini alasannya ,Negatif
283, guru guru is one of the oldest platform to find freelancing work this marketplace provide work related to  categories from web developer to content writing check here   ,Negatif
286,pergunu mengkritik istilah marketplace guru yang erat kaitannya dengan komoditi ,Negatif
287,bayanganku kepala sekolah jdi superpower bgt dlm memilih guru yg ada di marketplace untuk ngajar di sekahnya tinggal wani piro sama kepseknya,Negatif
288,marketplace guru ini arahnya mau kemana,Negatif
289,bahan presentasi webinar marketplace guru  utas ,Negatif
290,i just listed  items for sale via   collections rabbits guru official rabbits guru   marketplaces opensea,Negatif
