,Komentar
1001,@sbmptnfess @maikyutgel oh iki sing marketplace? guru e sistem co 🥲
1002,Marketplace untuk Guru 😪
1003,"Marketplace guru? Itu guru apa barang dagangan? Yang kalo gak ramah, gak sesuai bakal dikasih rating satu. Terus kalo lagi promosi 'cek keranjang kuning' gitu? Haduh pak mentri ada-ada aja pikiran anehnya. Kok makin kesini guru di Indonesia kek makin gada harganya ya. Sedihhhh."
1004,"Udah seneng² kuliah bisa ngelewatin 4 semester, tiba² ada pengumuman ""Marketplace Guru"" 🥱🤔 gua harus gimana nih? Lanjut atau ganti fakultas hahaha https://t.co/hqpRE1tx6I"
1005,"Percuma ""guru"" pekerjaan mulia, tapi malah pake platform kek gituan, di FB mah marketplace tempat jualan pak.
Yakin mau jual guru?
Check out itu belanja barang di toko online pak, bukan belanja guru.

Ngeri amat dah pake check out, check out segala"
1006,Marketplace guru opo neh ya Allah
1007,"Pak.... Pak....
Ada ada aja.
Bagusan gini pak, angkat guru honorer menjadi PNS (khusus yang telah mengabdi, diatas 5 tahun). Itu pun, 5 tahun udah kelamaan dah.
Klo pake marketplace, yang ada malah kerabat yang di check out pak. 
Klo gak yang ngasih pulus biar di check out wkwkwk"
1008,"Resmi

#Softek
#Terbuka
#Guru
#marketplace
#koto
#dolar
#MasterChef
#Succession

https://t.co/ZtcKvP9f9b"
1009,marketplace guru : S.Pd yang banyak tuntutan
1010,"rame nih marketplace guru, mangat gaes"
1011,"marketplace guru?! dikira barang dagangan kali ya!
kok disepein bgt kayanya, aku ngga bercita"" jadi guru meskipun kuliah di pendidikan. 
tapi dgn adanya marketplace guru itu kaya ngrendahin profesi guru itu sendiri."
1012,"@rantrendra maksudnya gini Ren Jadi marketplace guru itu intinya profil guru diunggah ke sebuah website, nanti pihak sekolah yang butuh guru bisa liat"" disitu terus kalo ada yang cocok bisa langsung checkout dan ini menyulitkan buat guru yg udh lama mengabdi sama yang ga lolos passing grade"
1013,Gue blm lulus S. Pd tapi kebijakan2 dan peraturan2 baru selalu di buat tanpa menyelesaikan yg sebelumnya ini ada lagi aja marketplace ya allah susah amat kaya buat guru jadi sejahtera kaya apa yaa hmmm
1014,Jadi guru mesti nunggu dicheckout dulu #marketplace
1015,"Kebijakan apa lagini marketplace, ppg aja masih belum bener. Tahun depan pas ganti presiden, semoga ada keadilan untuk guru 🤲🏻"
1016,"Haha beranda isinya isu marketplace guru
Pantesan dulu guruku bilang ""kenapa gk ambil fisika murni aja"" dan akhirnya... Ydhlah
Anak jurusan pendidikan: akan ku selesaikan apa yang sudah ku mulai, perkara besok mauj adi apa, kerja apa, biarlah urusan tuhan yang menentukan."
1017,"guru nanti ada di marketplace, bisa di co sama sekolah yg nyari. mungkin ada baiknya pake sistem coret aja"
1018,"mentri pendidikan aldi taher ajalah, marketplace guru marketplace guru anjwenk"
1019,"tbh, gua mau protes soal Marketplace guru. Lo kata guru itu barang apa ya? Rendah banhet guru di negara Indonesia ini."
1020,"Proskrip aja stress nya udah mau jungkir balik, belum ntr skripsian trs lulus malah dijual di marketplace bikinan bapak nadiem xixi gini amat mau jadi guru https://t.co/73YmQ43heA"
1021,"Gmn yaa, klo mikirin gaji atau apa siapa si yg mau jdi guru, niatnya udh cuma buat ngajar ngabdi dan belajar tapi kenapa ya cuma guru nih yg drama bgt dri p3k marketplace lah pusing bgt udh weh jdi gurumah bukan bisnis"
1022,"makanya kata guah harusny yg jd mentri pendidikan jga linier dari org pendidikan, ini dr ngurusin gojek mana ngarti kesulitan yg dihadapin guru. solusi de guru honorer malah dibikin marketplace guru DIKATA W BARANG JUALAN hilih"
1023,"sudah capek sarjana 4 tahun, tambah profesi lagi, tidak ada penerimaan pns untuk guru dialihkan ke p3k yang arahnya masih penuh tikungan, ditambah marketplace guru.."
1024,"Marketplace guru fyp di tiktok dengan sekelumit pro dan kontranya, Twitter masa nggak trending."
1025,gua baru aja mau jadi maba dan milih jurusan pendidikan tbtb di tiktok rame marketplace guru ITU MAKSUDNYA APA JIR
1026,"Guru di gawekno marketplace terus sekolah isok order sesuai pesanan, yo ngene lek ceo gojek dadi mentri pendidikan wkwk"
1027,Marketplace guru wkwk nadiem semakin gajelas
1028,"Sekolah tidak lagi Nerima honorer. Kabarnya CPNS hanya untuk pusat (guru tidak ada formasi) P3k hanya untuk yang pengalaman. Sekarang muncul lagi MARKETPLACE GuRu.

Padahal guru"" mencerdaskan kehidupan bangsa"" Tapi kenapa dihargai hanya sebatas spt ini saja?😔"
1029,"pembangunan infaskrutur besar besaran makan anggaran luar biasa, pengembangan SDM di kebelakangkan. nasib pendidik yg harusnya jadi pondasi negara di anak tirikan, guru honorer belasan,bahkan puluhan tahun, nasibnya ironis ditambah lagi MARKETPLACE GURU?"
1030,"wajar sajasih kalau trobosanya nyeleh, orang mentri pendidikannya basicnya bisnis, sampe kepikiran buat marketplace guru. CPNS GURU aja di ganti P3K belum beres juga  sudah buat Hal aneh mana persyaratan elit gaji sulit."
1031,"@miyawaww Niatnya memang baik mau memperbaiki kualitas Guru dan itu memang perlu, tapi tolong dipertimbangkan lagi Bapak, belum ada marketplace aja wes sistem kerabat Bapak, gimana kalo makin ada pasarnya🤣 ya kali mau borong dagangan orang terus dagangan sendiri dibiarin, ga mungkin atuh."
1032,"Kemendikbud Siapkan Marketplace untuk Rekrutment  Guru
https://t.co/LZmnroWIih #nadimemakarim #kemendikbud #Guru #NewsUpdate #EksplisitKreatifMedia #EksplisitOfficial"
1033,"@collegemenfess Bentar bentar.. ini guru mau dijadikan kayak barang dagangan? 
Didisplay terus dikasih tarif gitu?

Duh gaji guru udah mengenaskan, ditambah wibawa guru yg dipajang di platform marketplace semakin terjun bebas, bisa2 gaada rasa sungkan ntr sama guru, krn seolah bs dibeli"
1034,"Marketplace guru, apalagi anjj"
1035,Makin beban sm marketplace guru hedeuhh
1036,marketplace guru wkwkwk lol cikk gada harga diri e lulusan pendidikan
1037,"trobosannya pak nadiem tuh ada aja ya, skrng mau bikin marketplace guru"
1038,"Guru itu profesi, bukan barang atau jasa. #mentripendidikan #marketplace"
1039,Penasaran marketplace rancangan bapak nadiem ini bener akan mensejahterakan guru honorer gak?
1040,"Masih galauin rancangan ""Marketplace guru"" ala bapak nadiem 🙂"
1041,marketplace untuk guru?
1042,Marketplace guru 🥲
1043,Marketplace Guru Efisien ngga sih?
1044,MARKETPLACE GURU. opo meneh iki pak mentri.
1045,Lagi ramai nyesel S.Pd gara gara  #marketplace para guru. Aku yg otw S Pd gimana? 🤣
1046,Sekarang cara sekolah ngerekrut guru dibikin marketplace 🙏🏻😂
1047,"Ketinggalan berita, baru baca ttg marketplace guru di konoha, kyk, ini apaan anjir"
1048,"Guru yang dari dulu minimnya kesejahteraan masih saja dipersulit dgn persyaratan yg semakin hari semakin diluar nalar apalagi sekarang adanya Marketplace Guru, sistem macam apa yg bapak buat? Knp profesi menjadi guru dipersulit? Pendidikan sangat penting knp tdk dipermudah saja?"
1049,buset guru aja skrg direkrutnya dr marketplace
1050,"Masih heran sama marketplace guru. Yang guru beneran aja bingung, apalagi uwe netizen biasa"
1051,"ini sistem marketplace guru jadi kyk gimana toh bentar bingung bgt wkwk

jadi sekolah bisa milih ambil yg sesuai kualifikasi gitu kah? macem jual diri gitu dong😭😂"
1052,"@P2G_ID Sebenarnya sistem ini hampir sama dengan LinkedIn yang mana para perekrut bisa mengetahui track record dari pelamar. Tapi saya kurang setuju dengan nama ""marketplace"" guru seperti barang jualan😪"
1053,Jadi ragu ikut PPG setelah baca komen ditiktok banyak yg ga jelas nasibnya ditambah marketplace guru kek aaaarghh baru aja diniatin buat jadi guru tapi aturannya banyak bngt tapi gaji rendah serendah rendahnya
1054,"Beliau yang memberlakukan Marketplace guru ini apa tidak kepikiran tentang ""pihak sekolah yang merekrut guru dari kalangan krabatnya sendiri untuk menjadi guru Atau bisa jadi pihak sekolah disogok duit"" Takutnya begitu, karena tau sendiri lah ya gimana cara mainnya di Indonesia"
1055,overthinking gara gara marketplace guru padahal pengenya kalo blm keterima kowad mau kuliah jurusan guru olahraga
1056,Marketplace guru wkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwwkwkwkwkwkwkwkwkwwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkkwkwkwkwwkwkwkkwkwkwkwkwkwkkwkwkwkwkwkwkwkwkwkkwkwkwkwkwkkwkwwkkwkwkwkwkwkwk
1057,marketplace guru i perkoro opo meneh yallahhhhhhhh
1058,"Kenapa sih gak di ringanin aja untuk calon guru yang ingin bekerja di sekolah-sekolah ini menurut aku ribet segala di buat rekrut guru via ""marketplace"" Dikira nya guru itu barang dagangan? Sorry"
1059,yaallah marketplace guru apalagi anjjj😭😭😭
1060,"Lagi rame nih masalah ""Marketplace Guru"""
1061,"Marketplace guru? Wkw lulus nunggu di co, dan jan lupa bintang 5 nya kk"
1062,"udah ovt karna skripsi, malah tiktok isinya tntg marketplace guru, paling bener gausa buka tiktok emang wkwkw"
1063,marketplace guru? hah??
1064,"fyp w isinya marketplace guru, jadi pendidik di negara ini awikwok bgt ya"
1065,"marketplace utk guru. sbg org awam, setuju sih, semua lini mmg harus bersaing scr kompetitif by system. mari kita singkirkan katalisator2 yg tdk formal dlm bidang apapun. sebuah inovasi yg harusnya menginisiasi seluruh bidang, termasuk politik, korporasi, dan tentunya birokrasi😁"
1066,@jjellama Jadi intinya yg aku paham mah guru yang diambil harus dari marketplace dan market place itu tempat guru yang udah lulus ppg (prajab) dan p3k
1067,"Kalo menteri pendidikannya dari gojek ya gini, ada ada aja guru marketplace bgst

Udah cukup lah paylater untuk guru honorer bangsat"
1068,"siapa yang ke trigger gara2 statement nadiem makarim tentang Marketplace guru itu????

saya bang sayaa☝️☝️☝️"
1069,"beberapa tahun lagi lulus bakal banyak persaingan yg tinggi bakal terjadi, soalnya sekarang ada 
1. Marketplace guru
2. Perekrutan oleh sekolah
3. Penempatan formasi yang kurang peminat
no 2 menghawatirkan klo ada yg punya orang dalam pimpinan aouto ketrima."
1070,ya Allah baru ambil jurusan pendidikan malah muncul marketplace guru..
1071,"gimana pejuang S.Pd, guru di “marketplace” kan, tok lanjut ra studimu? wkwkwk"
1072,"Cari barang di marketplace ❌
Cari guru di marketplace✅"
1073,"Gaisss ada yg minatt buat bahas berita terbaru soal "" marketplace guru""? Lagi pengen bahas bahas"
1074,dah simulasi jdi guru kok malah ad marketplace guru🤔🧘🏻‍♀️ https://t.co/Uxsgy0GOOM
1075,skripsian lagi capek capenya malah ada berita marketplace guru
1076,"Gara2 marketplace guru jadi mikir masa depan gue gimana ya yang udah lulus tapi blm terdaftar di dapodik dan blm ppg juga, mau ikutan ppg katanya gratis tp untuk menunjang kehidupan sehari2 gimana kalo ppg otomatis ga kerja trus ga dapet uang tiap hari mkn ap"
1077,"Lagi rame marketplace guru, mana kuliah ngambil pendidikan. Belum selesai kuliah udah ditanya ""nanti kalau sudah selesai kerjanya jadi apa? Jadi guru?""."
1078,marketplace guru 😭😭 guru jaman now di checkout... aneh2 aja njir kementrian 😭
1079,lg rame soal marketplace guru. rada bersyukur memutuskan buat ga jadi guru pdhl dri jurusan pendidikan. krn ngerasa sistemnya gajelas dan sering ga dihargain jd milih buat linjur aja cari kerjanya. smg pemerintah dan org kemendikbud cepet sehat ya. semangat tmnku yg jd guru!!
1080,"Ga sabar nunggu marketplace guru diluncurkan, kudu siapin foto terbaik biar menarik pembeli."
1081,"Marketplace guru?

Apalagi siii iniii,knpa kesannya guru spt barang dagangan?"
1082,Fyp isinya marketplace guru semua😔
1083,"@evanrainysdrsn beda konsenpnya kak, jobstreet itukan yang menyediakan perusahaan bukan orang nya. terkait marketplace guru itu sebaliknya"
1084,aku yang masih ngejar gelar S.Pd eh sekarang rame masalah marketplace guru
1085,"maybe, ten years or five years from now, if this is followed up by the government, maybe there will be a live tiktok until he/she Say ""cek keranjang kuning"". Pray for guru dan marketplace guru yang di suarakan oleh menteri pendidikan tidak terjadi
#ppg #guru #marketplaceguru"
1086,"Mendikbudristek Nadiem Makarim Usulkan Marketplace Guru, Kontroversi Muncul https://t.co/nS52PNkfue"
1087,"""Pro &amp; kontra marketplace guru""
Gw sih YEA

Nyatanya tenaga pendidik byk yg tdk terdidik,entah itu etika maupun tanggungjawbnya🤭🐖
kasus guru ngelecehin siswanya juga ad
toh ini akan menyeleksi guru2 yg emng berkompeten

Buknkah ini akan meningkatkn kualiats tenaga pendidik?"
1088,"Marketplace buat guru? lol dipikir kita barang kali ya sama pak mentri, udah dong pak bercandanya, makin gk ada harga dirinya ini kalo paket marketplace dicheckout segala macem, trs ada bahasa gk laku, krn kepala sekolahnya lebih milih yg di checkout kerabatnya doang"
1089,"@razencow @sbmptnfess Dari yang aku tangkep, konsep marketplace guru ini mirip LinkedIn, tapi khusus guru. Pihak sekolah bisa melakukan perekrutan guru melalui marketplace guru ini, tapi yang bisa direkrut hanya guru yang sudah PPG atau guru yang tergolong ke dalam PPPK"
1090,@na__navillera Stress ga si dimana mana isinya marketplace guru wkwkwk
1091,Wht do u think about marketplace guru?
1092,@byyy_me agar kehidupan guru bisa sedikit lebih disejahterakan. Penerapan marketplace guru akan mengakibatkan beberapa variabel. Tetapi tidak tahu variabel yang akan menguntungkan atau merugikan yang lebih unggul nantinya. Para guru dan calon guru hanya tidak ingin-
1093,"Apalagi marketplace guru ni --"""
1094,masa honorer lagi capek capeknya malah ada marketplace guru. Apa aku nikah aja kali yaa? Jadi guru buat anak anak kita nanti aja.
1095,"Kemendikbud Buat Program Marketplace Guru di 2024 Mendatang, Begini Respons Kadisdik Medan 
 
https://t.co/75860UotXp via @tribunmedan"
1096,Apaan lagi marketplace guru... hadeh
1097,@um_fess mau lulus susah terus kemudian harus ikut ppd kemudian masuk ke marketplace guru kemudian dipihak sekolah eh milih kerabat nya HHH
1098,Marketplace  guru udah kayak barang jualan tu guruuu hedehhh
1099,"Setelah mendengar Marketplace Guru, jadi gue begadang ngerjain tugas kuliah sampe sakit, keluarin banyak duit buat beli buku, biaya, dan segala macam keperluan kuliah, yang nantinya bakal DI CHECKOUT?? 👏🏼👏🏼👏🏼
Ini ternyata akhir dari perjuangan saya"
1100,"Di tiktok rame marketplace guru, antara inovasi atau blunder...
Kalau berprasangka baik, mungkin bisa mempercepat dlm merekrut guru sesuai dengan domisilinya tapi kok caranya agak unik yaa. Ya memang sih kalo dlm kbbi guru itu kata benda. Mungkin maksudnya seperti halodoc ya..."
1101,"Hidup lagi capek-capeknya, malah ada berita soal rancangan Marketplace guru 🤌"
1102,fyp tiktok marketplace guru mulu jadi overthinking dan ngerasa nyesel masuk keguruan🥹
1103,"ini malah ada kebijakan baru pake marketplace guru, jd sekolah bisa checkout guru sesuai keinginan. yaa makin makin yg sodaranya kepala sekolah bisa luangsong mashokk akhirnya jadi reuni kluarga disekolah heheheh"
1104,Marketplace guru ide paling aneh
1105,Marketplace guru... Hahaha
1106,"Sayaa dukung presiden yg mau hapusin Marketplace guru, yg ganti pak nadim jgn jdi mentri pendidikan lagi, blio jdi mentri perekonomian aja baiknya. 
Sayaaa bkl pilih presiden yg kembali menyayangi dan menghargai guru."
1107,"kuliah pendidikan 4 thn.
kerja tiap hari
berjejer di Marketplace
salah dikit, bintang 1.

[coach justin] : Selesai tuh guru."
1108,"Marketplace Guru. Sebuah konsep yang digagas langsung oleh Mendikbud, Nadiem Anwar Makarim. Agaknya, konsep ini menuai banyak kritikan dari berbagai kalangan. Terutama, para lulusan sarjana pendidikan yang sekarang sedang berjuang untuk menuntaskan pendidikan PPG Prajabatan."
1109,Tiktok gue isinya marketplace guru semua
1110,"Gw, bareng sama P3K, lulusan PPG Prajab bahkan yang sudah berkarir tahunan sebagai guru lagi nangiss. Udah tahunan mendidik dan berdedikasi dengan gaji ga manusiawi, ehh.. sama Nadiem mau di tarok di Marketplace nunggu di CO 🙄.  Ini kita mau jual diri paak ??"
1111,@sbmptnfess marketplace guru itu gimana maksudnya?
1112,"Ada gila gila nya marketplace guru:)udah kyk ah sudahlah,saya pusing sama negeri ini hshsh"
1113,"jadi guru tuh susah. lulusnya masih harus ambil profesi, gajinya ga seberapa, kudu ikhlas lahir batin, ditambah ada marketplace. how about lulusan S1 or fresh graduate?"
1114,"Busedd dah Marketplace guru,blm juga lulus,liat berita yg baru keluar hshshs"
1115,"marketplace guru? ini guru di Indonesia orang atau barang dagangan sih, kalau gak sesuai keinginan, tidak bakal di check out. kesejahteraan guru dipertanyakan, harga diri guru seperti tidak dipandang, sistem semakin dipersulit."
1116,lagi berjuang buat s.pd malah muncul berita ttg marketplace guru
1117,"kepada para wakil rakyat yang duduk di kursi rapat kerja terkait p3k dan program marketplace guru, kepada bapak ibu yang memperjuangkan hak para guru honorer. terimakasih, kehadiran kalian memberi angin segar dan harapan untuk para guru. semoga suara kalian didengar."
1118,Seleksi pppk aja masih amburadul udah ada lagi kebijakan baru marketplace guru
1119,"perkara kebijakan marketplace guru, mereka bukan barang. kenapa harus ada sistem seperti itu? semakin kesini kenapa guru semakin dipersulit dan seakan tidak dihargai. padahal semuaa yang duduk di bangku pemerintah, mereka tidak akan bisa disana tanpa seorang guru."
1120,"dulu ibuku nyuruh bgt anaknya sekolah pendidikan,dan skrg liat info kaloo ada marketplace khusus guru, wahh ngeri"
1121,Marketplace untuk guru serius nanya mau ngelawak apa becanda? Lu kira barang dagangan
1122,lagi rame soal marketplace guru ya 😔
1123,"Sekte baru di dunia pendidikan, Marketplace Guru, Mas Mentri pikir kami guru ini barang 😅 tinggal dimasukan di keranjang kuning. Sekalian tambah bintang 1-5. Gaji tidak seberapa tuntutan Elit. #marketplace #guru #marketplaceguru #nadim"
