,user,date,renderedContent
534,Media_Sumeks,2023-06-07 12:48:29+00:00,"SUMSEL – Tujuannya bagus. Untuk menuntaskan kekurangan guru di Indonesia. Tapi, program keranjang belanja guru (Marketplace Guru), ide Mendikbudristek menuai pro-kontra.

https://t.co/dH47dmufFm"
535,olafyeou,2023-06-07 12:34:47+00:00,"Menurut kalian, sistem marketplace guru tuh banyak positif atau negatifnya? Siapa aja boleh reply, ya. Kalo bingung sistem ini kaya gimana, bayangin kalian punya beberapa barang di keranjang app olshop, terus kalian mau checkout barang itu. https://t.co/fuyD3c5s3x"
536,dpu_uut,2023-06-07 11:17:56+00:00,"Sepertinya gak marketplace deh tapi konsepnya kayak gojek alias gurunya diorder buat ngajar, besok order guru lain lagi dst, wkwkwk"
537,tribunmedan,2023-06-07 10:09:01+00:00,"Fraksi PKS DPRD Sumut Tak Setuju Kemendikbudristek Pakai Istilah Marketplace Guru, Ini Alasannya
 
https://t.co/JqN7uYMmqG via @tribunmedan"
538,YaBoiF18,2023-06-07 09:02:04+00:00,"@strike_bravo_b Jangan lupakan rencana marketplace guru yang questionable

Buruh aja yang sering dianggap rendah gak mau diperjualbelikan jadi komoditas seperti budak. Ini malah mau bikin guru jadi komoditas layaknya budak 😂😂😂"
539,AmrinaReborn,2023-06-07 08:52:37+00:00,"Sebagian menganggap terobosan Marketplace Guru cukup menjanjikan dalam merekrut tenaga pendidik dan mempercepat pengangkatan guru honorer menjadi ASN. Namun, sebagian masih sangsi??!#Fokus

https://t.co/CwJEoaSBvv"
540,PutunMy,2023-06-07 07:11:26+00:00,"Anggota DPR Nilai Marketplace Guru ala Nadiem Tak Selesaikan Masalah
@myputun https://t.co/E53qYcySpB lewat @muslimtrend.com https://t.co/VFB1N7SecB"
541,gwenchyana,2023-06-07 06:48:16+00:00,"@tubirfess Jdi setuju deh sama Nadiem Makarim guru emang harus dibuat marketplace. Biarkan rating dan bintang yg berbicara, seenggaknya mengurangi spesies b*gs*t berkedok guru seperti ini"
542,lovingtolosing,2023-06-07 05:32:20+00:00,@tanyakanrl boleh tolong jelasin ga masalah ini sama masalah marketplace guru? aku soalnya masih belum paham awal masalah sampe ke puncak skrg
543,RadioIdolaSMG,2023-06-07 04:16:16+00:00,"#Podcast #TopicOfTheDay Diskusi @RadioIdolaSMG : Polemik Marketplace atau Lokapasar Guru, Apa baik-buruknya? Dan, Seberapa Mampu untuk Mengatasi Problem Guru Honorer? https://t.co/rZJ3h2BHjy"
544,BorneoStreet,2023-06-07 03:54:23+00:00,"Dikritik Habis-habisan, Nadiem Akan Ubah Diksi Marketplace Guru Jadi Ruang Talenta Guru https://t.co/8NJq3NaalB"
545,netrayID,2023-06-07 03:45:39+00:00,"Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi @nadiemmakarim mengusulkan sistem perekrutan guru yang diistilahkan dengan marketplace guru. Hal itu menuai beragam reaksi dari masyarakat, terutama para guru. Bagaimana keramaiannya?

https://t.co/2nBcZEKX47"
546,BorneoStreet,2023-06-07 03:27:54+00:00,"Kontroversi Marketplace Guru, Benarkah Efektif untuk Perbaiki Nasib Guru Honor? https://t.co/wdqnROYilC"
547,dinarmhrni,2023-06-07 01:20:38+00:00,"@collegemenfess setelah aku baca2, marketplace guru itu ternyata semacam linkedin buat menghubungkan guru dan sekolah yg membutuhkan tenaga kerja. p3k juga nyelamatin kita dr honorer yang honornya ga seberapa

walaupun ttp repot dan susah 😅"
548,RadioIdolaSMG,2023-06-07 00:43:32+00:00,"Topik Diskusi Pagi ini; Polemik Marketplace atau Lokapasar Guru: Apa baik-buruknya? Dan, Seberapa Mampu untuk Mengatasi Problem Guru Honorer?.Berikut Kabid Advokasi Perhimpunan Pendidikan dan Guru (P2G); Iman Zanatul Haeri #Now #LIVE #TOPIK #pendidikan #guru #lokapasar c: @P2G_ID"
549,CNNIndonesia,2023-06-07 00:21:04+00:00,"Respons Marketplace Guru, PAN Soroti Ketimpangan dan Kesejahteraan
https://t.co/DwkhMiAmkG"
550,RadioIdolaSMG,2023-06-07 00:09:19+00:00,"Topik Diskusi Pagi ini; Polemik Marketplace atau Lokapasar Guru: Apa baik-buruknya? Dan, Seberapa Mampu untuk Mengatasi Problem Guru Honorer?. Berikut Guru Besar UPI Bandung/pengamat kebijakan pendidikan; Prof Cecep Darmawan  #Now #LIVE #TOPIK #pendidikan #guru #lokapasar"
551,itsindiv,2023-06-06 23:50:29+00:00,"@bung_madin Untuk bagian ini saya rasa kurang relevan dengan judul koruptor yg sender angkat. dan justru marketplace guru ini malah bisa ngapus guru honorer. ditambah lg, marketplace guru masih tahap penyusunan dan sosialisasi. lg pula mending ukut tes cpns, toh terbukti gratis dan ga bayar"
552,KevinNft,2023-06-06 21:52:15+00:00,PGA crafting is underway for DraftKings Reignmakers. Time your pack openings with our Pack Guru! Events that occur *before* you open your pack affect the odds of what you could receive. @DK_Marketplace @DKReignmakers  https://t.co/FooYnxbYXu
553,FDovelin,2023-06-06 19:14:40+00:00,"Belum juga memahami konsep K13 buku tematik, udah ganti aja Kurmer. 

Belum memahami apa P3K, belum paham PPG, udah ada aja guru Marketplace. https://t.co/tX1LFud7nh"
554,ginanjarfindana,2023-06-06 16:55:03+00:00,"@bung_madin Itu kn bu cthrine ,

Ap slhnya joget2 ?ko enek? 

Kn yg bkin kbjkn Staf khusus mnteri, eselon tinggl teken ,, 

Marketplace guru yuh jadi yuh
Ancur"
555,bung_madin,2023-06-06 12:28:27+00:00,"Setelah Nadiem membuat peraturan baru terkait rekrutmen guru menggunakan marketplace, hal ini menuai kontroversi. 

Pak Nadiem seharusnya lbh mementingkan nasib guru honorer yg di gaji hanya 300 rb perbulan.

Begini nih kalau terlahir kaya, gk pernah rasanya jadi guru. https://t.co/IpkdJZkC4n"
556,sekolahdasar,2023-06-06 11:01:06+00:00,"Dengan Marketplace, Sistem Perekrutan Guru Akan Lebih Fleksibel -  https://t.co/4xjnHyq3TF"
557,republikaonline,2023-06-06 09:12:51+00:00,Marketplace guru diklaim merupakan basis data yang berisikan profil guru. https://t.co/sBVHu8WrsB
558,AtapNews,2023-06-06 09:04:03+00:00,"Anggota DPR Nilai Marketplace Guru ala Nadiem Tak Selesaikan Masalah

Baca Selengkapnya Disini
https://t.co/gKTgF3mMM6

#atapnews #nasional #indonesia #BreakingNews #news #NewsUpdate #beritaterkini #beritaViral #viral #DPR #guru https://t.co/3Bk9g1sD6e"
559,KATADATAcoid,2023-06-06 08:39:04+00:00,"Mengenal Marketplace Guru, Usulan Menteri Nadiem Tuai Kontroversi https://t.co/UhxX8RS93n"
560,republikaonline,2023-06-06 07:59:53+00:00,Marketplace guru hanya akan memudahkan sekolah yang membutuhkan tenaga pendidik. https://t.co/FG7QmlMWMB
561,abadikinicom,2023-06-06 07:39:02+00:00,Ketua DPD RI Dukung Gagasan Menteri Nadiem tentang Marketplace Guru https://t.co/d8UI60nKRN
562,eryaayre,2023-06-06 07:23:40+00:00,"Ini kalau beneran ada marketplace guru, yang jadi ""pembelinya"" siapa sih? Apa kepsek atau dinas pendidikan? Kalau diantar dua itu wih bisa cuan besar itu mereka. Tinggal kasih pelicin udah bisa dicheckout sama dinas atau kepsek."
563,official34722,2023-06-06 05:29:27+00:00,"Hidup lagi capek-capeknya, baca berita tentang marketplace buat guru😰"
564,cips_id,2023-06-06 04:59:39+00:00,"3. Rencana ini berpotensi diskriminatif karena hanya terbuka bagi guru honorer yang lulus seleksi PPPK &amp; PPG prajabatan.

Guru honorer yang tidak lulus seleksi belum dapat diakomodir skema ini. Inilah yang membuat kebijakan marketplace tidak berdampak pada permasalahan yang ada."
565,cips_id,2023-06-06 04:59:37+00:00,"Namun sayangnya, wacana ini dinilai tetap tidak menjawab persoalan guru yang sudah ada sebelumnya, seperti kualitas guru dan belum meratanya distribusi guru.

Menurut @cips_id ada beberapa hal yang perlu diperhatikan jika kebijakan marketplace guru dilakukan."
566,cips_id,2023-06-06 04:59:36+00:00,"Singkatnya, marketplace guru ini menjadi tempat yang dapat digunakan guru dan pihak sekolah dalam mencari pengajar yang dibutuhkan di sekolah itu.

Proses rekrutmen guru diklaim akan lebih mudah dan membuat sekolah mendapatkan guru sesuai kebutuhan."
567,cips_id,2023-06-06 04:59:36+00:00,"Sebelumnya, apa sih marketplace guru itu?

Marketplace gagasan @nadiemmakarim ini adalah tempat atau wadah untuk semua guru yang dapat mengajar.

Wadah ini menjadi basis data yang dapat diakses untuk semua sekolah yang ada di Indonesia."
568,cips_id,2023-06-06 04:59:35+00:00,"Apakah kamu sudah mendengar tentang rencana Mendikbudristek @nadiemmakarim tentang marketplace guru?

Wacana yang disebut sebagai inovasi ini sayangnya tidak menyelesaikan permasalahan guru Indonesia.

Bagaimana bisa? Simak penjelasannya di utas ini! https://t.co/49ESJCCiwv"
569,bukamata18,2023-06-06 04:44:33+00:00,"Aplikasi Marketplace Umpamakan Guru Seperti Barang, Nadiem Dinilai Tak Hormati Tugas Mulia @nadiemmakarim @PDemokrat  https://t.co/DL7fxlFfkM"
570,terkembang_4817,2023-06-06 03:18:23+00:00,"*OTAK BISNIS BUSUK NADIEM DITERAPKAN DALAM RANAH PENDIDIKAN....*‼️🤦‍♂️

*GURU DIPERJUAL BELIKAN LAYAKNYA ""BARANG DAGANGAN""*‼️😱

*Marketplace  merendahkan harkat martabat  guru*‼️🥵😡 https://t.co/rpU2mrdJAq"
571,FarinaAprilia,2023-06-06 00:43:27+00:00,"Guru di Indonesia sebenarnya ada harga dirinya nggk sih? marketplace guru? itu guru apa barang dagangan yang kalau tidak ramah dan tidak sesuai bakal di rating bintang satu.

#ovt
#Guru #Honorer"
572,mqfmbandung,2023-06-06 00:09:54+00:00,"Sudut Pandang 
Menyoal ""Marketplace"" Guru - Bersama  Prof. Dr. H. Cecep Darmawan, https://t.co/F3FFqtnxLn (Pengamat Kebijakan Pendidikan, UPI)
https://t.co/uIMGbTZrP5"
573,CNNIndonesia,2023-06-06 00:08:22+00:00,"Anggota DPR Nilai Marketplace Guru ala Nadiem Tak Selesaikan Masalah
https://t.co/ObhEbjGG1a"
574,cilok97330320,2023-06-05 23:03:32+00:00,"Menteri rasa endorse...
Dengan.. 
""Marketplace buat guru"" https://t.co/LreDrNwKIs"
575,tettra15,2023-06-05 18:34:48+00:00,"@tempodotco Semoga marketplace nya ntar gak dibanjiri produk cina kayak yang di marketplace barang online, lol. Lagipula seperti di artikel, isu besarnya bukan sekolah tidak dapet mencari guru. Lebih karena guru (honorer) melimpah ruah tapi tidak pernah diangkat."
576,bengkelhikmah,2023-06-05 15:51:03+00:00,"Dengan Marketplace, Sistem Perekrutan Guru Akan Lebih Fleksibel https://t.co/0Q7l3dHgXb https://t.co/HuikrfRseX"
577,kanakaprivate,2023-06-05 15:51:03+00:00,"Dengan Marketplace, Sistem Perekrutan Guru Akan Lebih Fleksibel: Pemerintah sedang kejar tayang untuk menyelesaikan payung hukum baru untuk rencana program marketplace guru. Rencananya, aturan untuk program itu dibuat dalam bentuk peraturan pemerintah… https://t.co/HBPM3XRJDx https://t.co/Datfi2DYB8"
578,patualanggaAsse,2023-06-05 15:28:30+00:00,"Lanjutan 
permasalahan mengenai guru. Salah satu solusinya adalah dengan pembuatan marketplace untuk guru.

""Marketplace untuk talent guru, di mana akan ada suatu tempat di mana semua guru-guru yang boleh mengajar masuk ke dalam sebuah next.."
579,patualanggaAsse,2023-06-05 15:28:28+00:00,"Lanjutan 
'Database Guru' atau 'Living Database Guru', agar tdk sama seperti platform jual beli barang,"" tegas LaNyalla. 

Untuk diketahui, Menteri Nadiem mengklaim gagasan marketplace guru untuk mengatasi tenaga guru honorer yang terjadi selama bertahun-tahun. Marketplace next"
580,patualanggaAsse,2023-06-05 15:28:26+00:00,"Lanjutan 
bersifat living dan updated. 

""Tidak perlu menggunakan kalimat seolah-olah gagasan ini seperti marketplace jual beli barang. Guru ini manusia terhormat, jangan disamakan dengan barang atau jasa. Cari platform yang namanya lebih elegan. Sebagai misal 'Guruku', next.."
581,patualanggaAsse,2023-06-05 15:28:25+00:00,"Lanjutan 
gratis, karena memang niatnya harus sebagai solusi kementerian,"" jelas LaNyalla. 

Syarat terakhir, LaNyalla meminta kepada Menteri Nadiem untuk mengganti nama platform tersebut. Bukan marketplace guru, tapi cukup menggunakan istilah platform database guru yang next.."
582,patualanggaAsse,2023-06-05 15:28:17+00:00,"SIARAN PERS
Ketua DPD RI
Senin, 5 Juni 2023
--------------

Ketua DPD RI Dukung Gagasan Menteri Nadiem, Asal Lakukan Tiga Hal Ini

JAKARTA - Gagasan Mendikbudristek Nadiem Makarim tentang marketplace guru ramai-ramai ditolak oleh anggota Komisi X DPR RI. - next.. https://t.co/GZtH4zxBSq"
583,Beritasatu,2023-06-05 15:27:43+00:00,Begini Tanggapan DPR terhadap Ide Menteri Nadiem Makarim Mengenai Marketplace Guru https://t.co/f8KbE4pAI2
584,tempodotco,2023-06-05 15:25:33+00:00,Apa itu Marketplace Guru? Program Usulan Mendikbud Nadiem Makarim #TempoTekno https://t.co/4tReQYGpcn
585,kabaridcom,2023-06-05 15:10:56+00:00,"Marketplace Guru Gagasan Nadim Makarim Disorot DPR: Masalahnya Apa? Kok Malah Ciptakan Aplikasi - Kabar ID
https://t.co/BgOLbWxFxI
Prabowo Mahfud MD Nung Hujan ADHD ShopeePay Gerindra Ganjar Anies"
586,RadioElshinta,2023-06-05 14:00:02+00:00,Marketplace Guru &amp; Kontroversinya. #TalkHighlight https://t.co/BOyABqhSKt
587,Alreynaldus,2023-06-05 13:57:46+00:00,"Marketplace Guru ala Nadiem.
Akankah menggusur masalah nepotisme atau justru sebaliknya?"
588,VIVAcoid,2023-06-05 13:41:34+00:00,"Ramai-ramai Ditolak Anggota DPR, LaNyalla Malah Dukung Gagasan Nadiem soal Marketplace Guru https://t.co/6mC3JJBE5M"
589,DPDRI,2023-06-05 13:13:59+00:00,"Tanggapan berbeda Ketua DPD RI, AA LaNyalla Mahmud Mattalitti dengan anggota Komisi X DPR RI terhadap gagasan Mendikbudristek terkait marketplace guru. 

#dpdri https://t.co/hAkWvL7zWg"
590,corazonltmymken,2023-06-05 12:54:53+00:00,"Pelajari apa ya, dunia pendidikan emang sebobrok itu. Sekelas sekolah swasta islam yg gede aja begitu, ya gmn yg laen? Gatau deh. Tp emg udh rahasia umum dan jd konsekuensi kl mo jd guru. Dimata mentrinya aja gada harga dirinya profesi guru segala marketplace marketplace wkwkwk"
591,sulist_cr3w__,2023-06-05 12:26:25+00:00,"OTAK BISNIS BUSUK NADIEM DITERAPKAN DALAM RANAH PENDIDIKAN....

GURU DIPERJUAL BELIKAN LAYAKNYA ""BARANG DAGANGAN

Marketplace  merendahkan harkat martabat  guru‼️🥵😡 https://t.co/IFgUXaoImM"
592,radarbanjarmsin,2023-06-05 11:30:00+00:00,Dunia pendidikan saat ini tengah ramai memperbincangkan rencana Program Marketplace Guru yang digagas Menteri Pendidikan Kebudayaan Riset dan Teknologi (Mendikbud Ristek) Nadiem Makarim. https://t.co/RCAesP3dIM
593,Indolin_id,2023-06-05 11:08:25+00:00,"DPD RI Minta Menteri Nadiem Mengganti Nama Platform Marketplace Guru 
https://t.co/DxxZ5Ql0el
OPEN PO"
594,ENS53311139,2023-06-05 10:59:11+00:00,"Nadien Makarim bikin ulah lg, istilah Marketplace guru. 
Otak mendikbud ini otak bisnis tp yg kali ini ngelantur, sama ngelanturnya dgn kebebasan sex asal mau sama mau. 

Apa mmg dia merangkap sbg human trafficking kah ? 

MASIH PATUT JD MENDIKBUD

#TikTok https://t.co/NSkWZ32qdk"
595,LaNyallaMM1,2023-06-05 10:45:06+00:00,"Tidak perlu gunakan kalimat seolah-olah gagasan ini spt marketplace jual beli barang. Guru ini manusia terhormat,jgn disamakan barang atau jasa. Cari platform yg namanya lebih elegan.Misal 'Guruku', 'Database Guru' atau 'Living Database Guru', agar tdk platform jual beli barang"
596,LaNyallaMM1,2023-06-05 10:45:05+00:00,"Syarat ketiga, saya minta kepada Menteri Nadiem untuk mengganti nama platform tersebut. Bukan marketplace guru, tapi cukup menggunakan istilah platform database guru yang bersifat living dan updated."
597,LaNyallaMM1,2023-06-05 10:45:01+00:00,"Gagasan Mendikbudristek Nadiem Makarim tentang marketplace guru ramai-ramai ditolak oleh anggota Komisi X DPR RI. Para anggota DPR menilai gagasan tersebut tidak menyelesaikan akar permasalahan soal tenaga pendidikan di Indonesia.

#LaNyalla #dpdri #ketuadpdri #guru https://t.co/xoIgnyYpxc"
598,jpnncom,2023-06-05 10:28:02+00:00,LaNyalla Dukung Gagasan Menteri Nadiem soal Marketplace Guru dengan Catatan Ini #marketplaceguru https://t.co/C6QfNxpbtr
599,MandalikaId,2023-06-05 10:18:49+00:00,"LaNyalla Minta Menteri Nadiem Mengganti Nama Platform Marketplace Guru
https://t.co/zu7SXSFdBf
Rusia"
600,radarbangsa_com,2023-06-05 10:18:03+00:00,Syaiful Huda Nilai Marketplace Guru Tak Selesaikan Akar Masalah Tenaga Pendidik Indonesia https://t.co/JnyQQBeAlM
601,hariankompas,2023-06-05 10:00:01+00:00,"Ide pembuatan marketplace guru dicetuskan oleh Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi Nadiem Makarim pada rapat kerja dengan Komisi X DPR, 24 Mei 2023.

Menyoal “Marketplace” Guru
Opini 5 Juni 2023

https://t.co/ghV6aPLfKe https://t.co/7o4IGUe9JS"
602,beritajatimcom,2023-06-05 09:51:39+00:00,"LaNyalla Dukung Gagasan Menteri Nadiem, Asal Penuhi 3 Syarat.

LaNyalla Mahmud Mattalitti mendukung gagasan Menteri Nadiem Makarim tentang marketplace guru. Tetapi, dia menetapkan tiga… #PendidikanKesehatan #LanyallaMahmudMattalitti via @beritajatimcom https://t.co/IxzNTceYHk"
603,SpiritLanyalla,2023-06-05 09:47:51+00:00,"""Marketplace untuk talent guru, di mana akan ada suatu tempat di mana semua guru-guru yang boleh mengajar masuk ke dalam sebuah data base yang bisa diakses oleh semua sekolah yang ada di Indonesia,"" terang Nadiem.(*)

#lanyalla #nadiem lanyalla #guru"
604,SpiritLanyalla,2023-06-05 09:47:50+00:00,"Nadiem menyampaikan bahwa pihaknya telah berdiskusi dengan Kemenkeu, Kemendagri dan Kemenpan-RB dalam membuat solusi atas permasalahan mengenai guru. Salah satu solusinya adalah dengan pembuatan marketplace untuk guru.
#lanyalla #nadiem lanyalla #guru"
605,SpiritLanyalla,2023-06-05 09:47:50+00:00,"Marketplace guru sendiri merupakan database bagi semua sekolah untuk dapat mencari siapa saja orang yang bisa menjadi pendidik atau diundang ke sekolah tersebut.
#lanyalla #nadiem lanyalla #guru"
606,SpiritLanyalla,2023-06-05 09:47:49+00:00,"Untuk diketahui, Menteri Nadiem mengklaim gagasan marketplace guru untuk mengatasi tenaga guru honorer yang terjadi selama bertahun-tahun. #lanyalla #nadiem lanyalla #guru"
607,SpiritLanyalla,2023-06-05 09:47:48+00:00,"""Tidak perlu menggunakan kalimat seolah-olah gagasan ini seperti marketplace jual beli barang. Guru ini manusia terhormat, jangan disamakan dengan barang atau jasa. #lanyalla #nadiem lanyalla #guru"
608,SpiritLanyalla,2023-06-05 09:47:47+00:00,"Syarat terakhir, LaNyalla meminta kepada Menteri Nadiem untuk mengganti nama platform tersebut. Bukan marketplace guru, tapi cukup menggunakan istilah platform database guru yang bersifat living dan updated.#lanyalla #nadiem lanyalla #guru"
609,SpiritLanyalla,2023-06-05 09:47:41+00:00,"Ketua DPD RI Dukung Gagasan Menteri Nadiem, Asal Lakukan Tiga Hal Ini

JAKARTA - Gagasan Mendikbudristek Nadiem Makarim tentang marketplace guru ramai-ramai ditolak oleh anggota Komisi X DPR RI. #lanyalla #nadiem lanyalla #guru https://t.co/hSzYhZFfva https://t.co/jlHZMg74rD"
610,LaNyallaAcademy,2023-06-05 09:35:27+00:00,"Ketua DPD RI Dukung Gagasan Menteri Nadiem, Asal Lakukan Tiga Hal Ini

JAKARTA - Gagasan Mendikbudristek Nadiem Makarim tentang marketplace guru ramai-ramai ditolak oleh anggota Komisi X DPR RI. Para anggota DPR menilai gagasan tersebut tidak menyelesaikan akar permasalahan soal tenaga pendidikan di Indonesia.

Selain itu, gagasan ini juga dianggap merendahkan profesi guru sebagai tenaga pendidik, yang disamakan dengan barang yang dapat diperjualbelikan.

Tanggapan berbeda justru disampaikan Ketua DPD RI, AA LaNyalla Mahmud Mattalitti. Senator asal Jawa Timur itu mendukung gagasan yang dicetuskan oleh Menteri Nadiem. Hanya saja, ada tiga syarat utama yang harus dijadikan pedoman jika ingin gagasan tersebut direalisasikan. 

“Muara dari tiga syarat itu adalah untuk memastikan bahwa program tersebut mampu menjawab percepatan rekrutmen para guru honorer yang sudah lulus passing grade, tapi belum diusulkan dan belum diangkat menjadi P3K (Pegawai Pemerintah dengan Perjanjian Kerja),” ungkap LaNyalla, Senin (5/6/2023).

Ketiga syarat tersebut, lanjut LaNyalla, yang pertama, platform yang direncanakan itu harus benar-benar diisi oleh mereka yang lulus  passing grade atau nilai acuan dengan standar tertentu. 

""Di sisi lain, mereka juga harus yang benar-benar belum diusulkan dan belum direkrut. Jadi benar-benar tepat sasaran, karena banyak sekali guru yang belum bernasib baik. Harus dengan syarat itu,” tandasnya. 

Syarat kedua, tokoh asal Bugis yang besar di Surabaya itu melanjutkan, platform itu harus dieksekusi sebagai platform non profit. Dengan kata lain, LaNyalla tak ingin platform ini terdapat muatan bisnis. 

""Platform ini tak boleh ada unsur komersil. Tidak boleh ada platform fee yang dibebankan kepada user. Harus bisa diakses secara cuma-cuma alias gratis, karena memang niatnya harus sebagai solusi kementerian,"" jelas LaNyalla. 

Syarat terakhir, LaNyalla meminta kepada Menteri Nadiem untuk mengganti nama platform tersebut. Bukan marketplace guru, tapi cukup menggunakan istilah platform database guru yang bersifat living dan updated. 

""Tidak perlu menggunakan kalimat seolah-olah gagasan ini seperti marketplace jual beli barang. Guru ini manusia terhormat, jangan disamakan dengan barang atau jasa. Cari platform yang namanya lebih elegan. Sebagai misal 'Guruku', 'Database Guru' atau 'Living Database Guru', agar tidak sama seperti platform jual beli barang,"" tegas LaNyalla. 

Untuk diketahui, Menteri Nadiem mengklaim gagasan marketplace guru untuk mengatasi tenaga guru honorer yang terjadi selama bertahun-tahun. Marketplace guru sendiri merupakan database bagi semua sekolah untuk dapat mencari siapa saja orang yang bisa menjadi pendidik atau diundang ke sekolah tersebut.

Nadiem menyampaikan bahwa pihaknya telah berdiskusi dengan Kemenkeu, Kemendagri dan Kemenpan-RB dalam membuat solusi atas permasalahan mengenai guru. Salah satu solusinya adalah dengan pembuatan marketplace untuk guru.

""Marketplace untuk talent guru, di mana akan ada suatu tempat di mana semua guru-guru yang boleh mengajar masuk ke dalam sebuah data base yang bisa diakses oleh semua sekolah yang ada di Indonesia,"" terang Nadiem.(*)
@LaNyallaMM1 #lanyalla #guruhonorer #nadhiem
#aspirasi  #dpdri"
